File name,Total time, ,Time %, ,Average velocity, ,Total distance, ,Total time, ,Time %, ,Average velocity, ,Total distance, ,Total time, ,Time %, ,Average velocity, ,Total distance, ,Total time, ,Time %, ,Average velocity, ,Total distance, ,Latency for 1st entry,Latency for 2nd entry,No. of transitions to top half,Total freeze time,No. of freezing episodes
 ,centre,wall,centre,wall,centre,wall,centre,wall,bottom 1/4,top 3/4,bottom 1/4,top 3/4,bottom 1/4,top 3/4,bottom 1/4,top 3/4,bottom 1/2,top 1/2,bottom 1/2,top 1/2,bottom 1/2,top 1/2,bottom 1/2,top 1/2,bottom 3/4,top 1/4,bottom 3/4,top 1/4,bottom 3/4,top 1/4,bottom 3/4,top 1/4
raw/NTD_DurianWTSibs3.xls_Tank_1,185.7,411.2,31.110738817222316,68.88926118277769,72.5858117424905,66.9298735942328,13479.185240580442,27521.564111948574,162.9,434.0,27.291003518177252,72.70899648182275,59.199430467506645,72.25152543634142,9643.587223156816,31357.16212937222,302.4,294.5,50.66175238733456,49.33824761266544,63.531602661864234,73.98571347226236,19211.9566449477,21788.792707581215,460.3,136.6,77.11509465572122,22.884905344278778,66.77879836257387,75.12787976746903,30738.28088629279,10262.46846623626,24.1,35.6,117,11.5,0,[]
raw/NTD_DurianWTSibs3.xls_Tank_2,196.0,400.2,32.87487420328748,67.12512579671252,148.92265264533316,116.24378939281893,29188.839918485355,46520.76460500617,183.8,412.4,30.828581013082857,69.17141898691715,102.96899713579954,137.6913258000278,18925.701673560005,56783.902849931554,369.2,227.0,61.92552834619255,38.07447165380745,116.10728451677885,144.68191625505148,42866.80944359475,32842.795079896736,509.2,87.0,85.40758134854075,14.592418651459255,122.97564031280483,150.4644642093244,62619.19604728026,13090.40847621121,61.0,77.9,205,22.6,0,[]
raw/NTD_DurianWTSibs1.xls_Tank_1,65.7,527.3,11.079258010118044,88.92074198988196,63.05048510392232,46.365869591999385,4142.416871327686,24448.723125861397,472.7,120.3,79.7133220910624,20.286677908937605,45.119505977057,60.37530699778993,21327.990475354913,7263.149521834117,541.4,51.6,91.29848229342326,8.701517706576738,47.21358355458656,58.71522811503501,25561.434136453292,3029.705860735802,571.1,21.9,96.30691399662732,3.6930860033726844,47.938838829327366,55.40041332237957,27377.870855429002,1213.2691417601125,8.4,359.4,374,142.9,62,[]
raw/NTD_DurianWTSibs1.xls_Tank_2,206.3,390.7,34.55611390284757,65.44388609715243,87.1741774808362,80.71803651024636,17984.032814296508,31536.53695455336,233.4,363.6,39.095477386934675,60.904522613065325,77.2850550320924,86.5848125257409,18038.331844490345,31482.237924359502,389.0,208.0,65.15912897822446,34.84087102177554,79.83654124087397,88.76997661610477,31056.41454270003,18464.155226149778,528.6,68.4,88.5427135678392,11.4572864321608,82.52344880875322,86.23793331202936,43621.895040307056,5898.6747285428055,39.8,52.2,74,18.1,0,[]
raw/NTD_DurianWTSibs5.xls_Tank_1,277.7,318.1,46.60960053709299,53.39039946290701,89.07005630498249,79.62352394865465,24734.754635893572,25328.243058066968,108.5,487.3,18.210808996307488,81.78919100369251,84.12695558524305,84.00415128865546,9127.77468099887,40935.22301296189,277.5,318.3,46.576032225579056,53.423967774420944,85.0183393481054,83.16182354653296,23592.58916909922,26470.408524861326,478.0,117.8,80.22826451829474,19.771735481705264,85.53736052949536,77.89591910748642,40886.85833309891,9176.139360861896,4.8,10.8,152,8.5,0,[]
raw/NTD_DurianWTSibs5.xls_Tank_2,264.5,330.9,44.423916694659056,55.576083305340944,79.8628856055623,74.47091654865918,21123.733242671176,24642.426375951327,85.0,510.4,14.276116896204233,85.72388310379577,60.851189263078396,79.5333237485519,5172.351087361663,40593.808531261035,226.4,369.0,38.02485723883104,61.97514276116896,69.80926089088855,81.19605111903897,15804.816665697164,29961.342952925344,444.0,151.4,74.57171649311387,25.42828350688613,75.22474002391127,81.68015163808418,33399.784570616626,12366.375048005944,23.4,32.0,75,5.7,0,[]
raw/NTD_DurianWTSibs4.xls_Tank_1,199.7,396.8,33.47862531433361,66.52137468566639,88.58725539780296,78.26130026325288,17690.874902941225,31054.08403445881,204.3,392.2,34.249790444258174,65.75020955574183,68.4251136655272,88.64280501155733,13979.250721867165,34765.708215532875,358.9,237.6,60.16764459346186,39.83235540653814,73.51938395773077,94.10291222630651,26386.10690242961,22358.852034970427,495.9,100.6,83.13495389773679,16.865046102263207,78.82577072853512,95.97673104492472,39089.69970428074,9655.25923311942,9.1,19.3,226,11.1,0,[]
raw/NTD_DurianWTSibs4.xls_Tank_2,57.5,538.7,9.64441462596444,90.35558537403556,125.28418586881077,104.48920962752098,7203.840687456616,56288.337316345685,475.1,121.1,79.6880241529688,20.311975847031206,102.6416519154554,121.61130543987869,48765.048825033016,14727.129178769303,576.7,19.5,96.72928547467293,3.2707145253270653,105.92166703798136,123.44371964093884,61085.025380804036,2407.152622998307,592.7,3.5,99.41294867494129,0.5870513250587095,106.1122151801579,171.27656472073556,62892.709937279775,599.4680665225745,330.2,340.5,215,5.5,0,[]
raw/NTD_DurianWTSibs6.xls_Tank_1,192.6,403.4,32.31543624161074,67.68456375838926,112.99323218820739,100.98723805797557,21762.496519448723,40738.25192258722,183.4,412.6,30.771812080536915,69.22818791946308,98.88867959549131,107.52439290892629,18136.183837813107,44364.56460422279,351.6,244.4,58.99328859060403,41.00671140939597,104.03495352178678,106.06406994179974,36578.689658260075,25922.058783775847,490.2,105.8,82.24832214765101,17.75167785234899,106.14657577914019,98.93853407468401,52033.05144693423,10467.696995101565,53.4,66.0,24,17.2,0,[]
raw/NTD_DurianWTSibs6.xls_Tank_2,173.9,422.1,29.177852348993287,70.82214765100672,89.76349619314115,76.70210261986739,15609.871987987293,32375.95760584625,244.6,351.4,41.04026845637584,58.95973154362416,65.55326904057992,90.9262945262021,16034.329607325919,31951.499986507537,410.3,185.7,68.84228187919463,31.15771812080537,72.83317263320382,97.48184583968629,29883.450731403715,18102.378862429796,522.3,73.7,87.63422818791946,12.365771812080538,77.87848026585766,99.18452185855918,40675.930242857845,7309.899350975817,34.3,59.5,302,8.3,0,[]
