File name,% time in bottom 1/2, , , , , , , , , ,% time in bottom 1/4, , , , , , , , , ,% time in bottom 1/3, , , , , , , , , ,
 ,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10, ,
raw/TpLtNew_MM1.xls_Tank_1,6.666666666666667,13.333333333333334,18.333333333333332,15.0,20.0,20.0,15.0,18.333333333333332,20.0,18.333333333333332,5.0,8.333333333333332,11.666666666666666,3.3333333333333335,18.333333333333332,11.666666666666666,10.0,11.666666666666666,16.666666666666664,16.666666666666664,5.0,10.0,16.666666666666664,6.666666666666667,20.0,16.666666666666664,15.0,15.0,20.0,18.333333333333332,[]
raw/TpLtNew_MM1.xls_Tank_2,11.666666666666666,6.666666666666667,10.0,5.0,5.0,6.666666666666667,1.6666666666666667,16.666666666666664,18.333333333333332,18.333333333333332,5.0,3.3333333333333335,5.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,13.333333333333334,16.666666666666664,18.333333333333332,8.333333333333332,3.3333333333333335,6.666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,15.0,18.333333333333332,18.333333333333332,[]
raw/TpLtNew_MM7.xls_Tank_1,1.6666666666666667,3.3333333333333335,3.3333333333333335,13.333333333333334,20.0,20.0,1.6666666666666667,5.0,3.3333333333333335,11.666666666666666,0.0,1.6666666666666667,0.0,5.0,13.333333333333334,18.333333333333332,0.0,0.0,0.0,1.6666666666666667,0.0,1.6666666666666667,1.6666666666666667,11.666666666666666,18.333333333333332,20.0,0.0,1.6666666666666667,0.0,5.0,[]
raw/TpLtNew_MM7.xls_Tank_2,0.0,0.0,11.666666666666666,20.0,6.666666666666667,13.333333333333334,3.3333333333333335,6.666666666666667,1.6666666666666667,0.0,0.0,0.0,3.3333333333333335,20.0,3.3333333333333335,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,20.0,5.0,11.666666666666666,0.0,1.6666666666666667,0.0,0.0,[]
raw/TpLtNew_MF6.xls_Tank_1,5.0,5.0,6.666666666666667,3.3333333333333335,1.6666666666666667,0.0,6.666666666666667,8.333333333333332,6.666666666666667,10.0,0.0,1.6666666666666667,5.0,0.0,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,3.3333333333333335,1.6666666666666667,1.6666666666666667,5.0,1.6666666666666667,0.0,0.0,3.3333333333333335,1.6666666666666667,3.3333333333333335,6.666666666666667,[]
raw/TpLtNew_MF6.xls_Tank_2,5.0,0.0,16.666666666666664,13.333333333333334,20.0,20.0,5.0,0.0,18.333333333333332,0.0,1.6666666666666667,0.0,0.0,5.0,20.0,20.0,3.3333333333333335,0.0,11.666666666666666,0.0,3.3333333333333335,0.0,1.6666666666666667,11.666666666666666,20.0,20.0,3.3333333333333335,0.0,13.333333333333334,0.0,[]
raw/TpLtNew_MF4.xls_Tank_1,13.333333333333334,10.0,8.333333333333332,6.666666666666667,3.3333333333333335,0.0,6.666666666666667,6.666666666666667,5.0,8.333333333333332,5.0,1.6666666666666667,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335,0.0,0.0,6.666666666666667,5.0,3.3333333333333335,3.3333333333333335,0.0,0.0,5.0,5.0,1.6666666666666667,1.6666666666666667,[]
raw/TpLtNew_MF4.xls_Tank_2,13.333333333333334,3.3333333333333335,3.3333333333333335,0.0,10.0,15.0,5.0,11.666666666666666,11.666666666666666,11.666666666666666,10.0,3.3333333333333335,0.0,0.0,8.333333333333332,11.666666666666666,3.3333333333333335,3.3333333333333335,0.0,1.6666666666666667,10.0,3.3333333333333335,0.0,0.0,8.333333333333332,13.333333333333334,5.0,6.666666666666667,3.3333333333333335,5.0,[]
raw/TpLtNew_MF10.xls_Tank_1,1.6666666666666667,6.666666666666667,13.333333333333334,8.333333333333332,5.0,13.333333333333334,11.666666666666666,3.3333333333333335,1.6666666666666667,8.333333333333332,0.0,1.6666666666666667,8.333333333333332,5.0,0.0,8.333333333333332,8.333333333333332,0.0,0.0,6.666666666666667,1.6666666666666667,5.0,10.0,6.666666666666667,0.0,10.0,10.0,1.6666666666666667,1.6666666666666667,6.666666666666667,[]
