File name,Total time, ,Time %, ,Average velocity, ,Total distance, ,Total time, ,Time %, ,Average velocity, ,Total distance, ,Total time, ,Time %, ,Average velocity, ,Total distance, ,Total time, ,Time %, ,Average velocity, ,Total distance, ,Total time, ,Time %, ,Average velocity, ,Total distance, ,Latency for 1st entry,Latency for 2nd entry,No. of transitions to top half,Total freeze time,No. of freezing episodes,No. of darting episodes
 ,centre,wall,centre,wall,centre,wall,centre,wall,bottom 1/4,top 3/4,bottom 1/4,top 3/4,bottom 1/4,top 3/4,bottom 1/4,top 3/4,bottom 1/2,top 1/2,bottom 1/2,top 1/2,bottom 1/2,top 1/2,bottom 1/2,top 1/2,bottom 3/4,top 1/4,bottom 3/4,top 1/4,bottom 3/4,top 1/4,bottom 3/4,top 1/4,bottom 1/3,top 2/3,bottom 1/3,top 2/3,bottom 1/3,top 2/3,bottom 1/3,top 2/3
raw/TpLtNew_MM1.xls_Tank_1,62.0,57.0,52.10084033613446,47.89915966386554,79.36898937132968,62.76407939091476,4976.435723582375,3583.828933221233,74.0,45.0,62.18487394957983,37.81512605042017,63.67510505106329,84.20345266529722,4737.427815799115,3822.836841004497,102.0,17.0,85.71428571428571,14.285714285714292,67.14212441155556,96.49655976946737,6861.9251148609865,1698.3395419426254,111.0,8.0,93.27731092436974,6.722689075630257,68.72011904622762,108.67064405421947,7669.165375559016,891.0992812445994,89.0,30.0,74.78991596638656,25.21008403361344,65.02580147419656,90.44407045752516,5819.809231940599,2740.4554248630125,13,42,2,11,0,1,[]
raw/TpLtNew_MM1.xls_Tank_2,46.0,72.0,38.983050847457626,61.016949152542374,85.09640599736517,62.18049410223264,3939.9636876780087,4526.739970642538,42.0,76.0,35.59322033898305,64.40677966101694,59.312708643259,77.69488385831008,2538.5839299314853,5928.119728389058,64.0,55.0,53.78151260504202,46.21848739495798,64.65700423089793,78.58526540218158,4144.513971200559,4322.189687119982,88.0,31.0,73.94957983193278,26.05042016806722,71.1905198063536,70.80185933638026,6264.765832959116,2201.937825361426,50.0,69.0,42.016806722689076,57.983193277310924,61.33565571772085,78.17082922989462,3072.9163514578163,5393.787306862732,5,12,15,6,0,0,[]
raw/TpLtNew_MM7.xls_Tank_1,71.0,48.0,59.66386554621849,40.33613445378151,42.16666226510283,42.609401166052905,3019.1331081813637,2045.25125597054,27.0,92.0,22.689075630252102,77.3109243697479,28.429296964012607,46.51886606462124,784.6485962067477,4279.735767945159,53.0,66.0,44.537815126050425,55.462184873949575,33.417271577891384,49.49676846698916,1777.798847943822,3286.5855162080816,77.0,42.0,64.70588235294117,35.294117647058826,38.01715031433807,50.33936689903018,2950.1309543926345,2114.253409759269,38.0,81.0,31.932773109243694,68.0672268907563,30.339493050685785,48.02152390400945,1165.0365331463342,3899.3478310055707,8,16,19,20,5,0,[]
raw/TpLtNew_MM7.xls_Tank_2,58.0,58.0,50.0,50.0,55.678800099956014,53.53229242568293,3257.209895847427,3110.2261899321784,24.0,92.0,20.689655172413794,79.3103448275862,45.51879889819876,57.02742044271157,1115.2105730058702,5252.22551277374,41.0,74.0,35.65217391304348,64.34782608695653,50.80281288953947,56.73634247321999,2123.55757878275,4243.878506996859,68.0,47.0,59.130434782608695,40.869565217391305,51.68268554270649,58.80658661786369,3550.6005867839344,2816.835498995668,29.0,86.0,25.217391304347824,74.78260869565217,48.33428816825792,56.75382781567716,1435.5283585972604,4931.907727182351,52,73,0,7,0,0,[]
raw/TpLtNew_MF6.xls_Tank_1,67.0,52.0,56.30252100840336,43.69747899159664,75.30261668115233,77.12291380054808,5090.4569776458975,4025.81610038861,12.0,107.0,10.084033613445378,89.91596638655463,57.0305192835742,78.3167893475287,712.8814910446778,8403.39158698983,35.0,84.0,29.411764705882355,70.58823529411765,62.81968005878809,81.70893560500772,2236.380700092855,6879.892377941651,58.0,61.0,48.739495798319325,51.260504201680675,71.08756650280299,80.79602153514456,4123.078947162577,4993.194130871933,20.0,99.0,16.80672268907563,83.19327731092437,59.03313441691664,79.65980934010425,1221.9859724301743,7894.287105604334,8,17,1,13,1,1,[]
raw/TpLtNew_MF6.xls_Tank_2,46.0,69.0,40.0,60.0,54.70508522935735,54.140775387538056,2560.197988733923,3751.9558243563843,38.0,77.0,33.04347826086956,66.95652173913044,54.19474490092258,54.453996382173536,2081.0782941954276,4231.075518894883,61.0,54.0,53.04347826086957,46.95652173913043,54.186408937778204,54.573778578406866,3337.882880567136,2974.270932523176,73.0,42.0,63.47826086956522,36.52173913043478,54.866461788806845,53.505462010214764,4038.171677656182,2273.982135434128,47.0,68.0,40.869565217391305,59.130434782608695,54.435728495886345,54.32135834578279,2591.140766404189,3721.0130466861206,3,34,6,4,0,0,[]
raw/TpLtNew_MF4.xls_Tank_1,74.0,45.0,62.18487394957983,37.81512605042017,67.74533289003867,55.52978442326251,5033.478233729872,2515.499324373789,11.0,108.0,9.243697478991598,90.75630252100841,57.728852791954516,63.66445752663137,635.0173807114999,6913.960177392158,44.0,75.0,36.97478991596639,63.02521008403361,62.47530019350618,63.49968854184608,2780.150858611024,4768.826699492638,72.0,47.0,60.50420168067227,39.49579831932773,65.73143127883908,59.1385681386389,4745.80933833218,2803.1682197714817,22.0,97.0,18.487394957983195,81.5126050420168,61.53284185307892,63.481963975128515,1372.1823733236606,6176.7951847799995,13,22,16,11,0,0,[]
raw/TpLtNew_MF4.xls_Tank_2,59.0,60.0,49.57983193277311,50.42016806722689,75.58288745762627,77.78844020425737,4504.740092474527,4667.306502255446,28.0,91.0,23.52941176470588,76.47058823529412,61.95805971779985,81.29793416874504,1765.8047019572957,7406.24189277267,54.0,64.0,45.76271186440678,54.23728813559322,66.41605851956103,85.40656710983104,3646.241612723899,5525.80498200607,76.0,42.0,64.40677966101694,35.59322033898306,70.37567447960598,87.97744224112331,5397.814232585779,3774.232362144189,37.0,81.0,31.35593220338983,68.64406779661017,61.27075990006285,83.81432494508059,2316.0347242223756,6856.011870507593,14,25,9,7,0,0,[]
raw/TpLtNew_MF10.xls_Tank_1,53.0,62.0,46.08695652173913,53.91304347826087,53.84106652683287,48.11043631002623,2858.9606325748255,3002.091315745635,29.0,86.0,25.217391304347824,74.78260869565217,46.95381297076478,52.02194329712046,1366.3559574492547,4494.695990871205,48.0,66.0,42.10526315789473,57.89473684210527,48.269543711439866,52.54337868377406,2345.8998243759766,3515.152123944485,67.0,47.0,58.77192982456141,41.22807017543859,50.30499948398299,51.3705009078913,3410.6789650140468,2450.3729833064144,36.0,79.0,31.30434782608696,68.69565217391303,48.144018560167304,51.94677444144754,1757.2566774461059,4103.795270874353,16,32,7,19,4,0,[]
raw/TpLtNew_MF10.xls_Tank_2,58.0,61.0,48.739495798319325,51.260504201680675,76.99764258635058,66.16533154697323,4512.0618555601495,4036.085314365368,31.0,87.0,26.27118644067797,73.72881355932203,61.581824130431556,75.07054606801306,1964.4601897607672,6583.686980164751,57.0,62.0,47.89915966386555,52.10084033613445,67.50712671914391,75.10800371138589,3861.4076483350323,4686.73952159048,77.0,41.0,65.2542372881356,34.7457627118644,71.34713691716438,71.70583631173841,5543.672538463678,3004.4746314618383,42.0,76.0,35.59322033898305,64.40677966101694,65.06941196705712,75.04135739238887,2784.9708321900457,5763.176337735472,5,16,8,1,0,0,[]
